0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254
0.29095157102594493,0.3055777798049395,0.3090467605778613,0.2801051183224683,0.2355293088518997,0.18436852893630973,0.13726792793090836,0.08977454660293893,0.0656042627889808,0.10109844875009566,0.15300282980321755,0.20503959635808044,0.25298805151890935,0.3009594106543838,0.35299736896849776,0.4051163516513503,0.45723533433420327,0.5093543170170558,0.561473299699909,0.6135922823827618,0.6657112650656145,0.7178294103414258,0.7691964511373333,0.8149268868491841,0.8657084346958355,0.9163853506223232,0.9256592870694789,0.8780392902017806,0.8264435725485573,0.7804788239615585,0.7301630635147758,0.6780508582853579,0.6260857537695159,0.5788951051186142,0.5301333878817514,0.4781456686091665,0.43031081213523104,0.38348976328598705,0.3414428621553649,0.30414310794628796,0.2796850398652704,0.26269279489375696,0.2547510456674438,0.23752101767822564,0.206250757785859,0.17348465935783053,0.14176030155321984,0.12712149572468112,0.13799709183268583,0.16981691126081233,0.20507838540644774,0.2417367498992764,0.27381081971718046,0.2917454099311405,0.2907146968845169,0.2936792055585311,0.2977237573292377,0.3083681497681303,0.3137777613034176,0.31781077473304054,0.31253641387801,0.3085669243554172,0.3056285305688833,0.3061791892517991,0.3151742055234741,0.3289091057775593,0.3225129317947759,0.2789985916022386,0.23323072563234404,0.18227154712682303,0.1362733612502549,0.08600893208576599,0.034261962553538305,0.0,0.0263341315117811,0.0653797949635575,0.10863790895419223,0.1591280167577631,0.2112417185573181,0.2633607012401711,0.3154796839230234,0.36755814157003663,0.4147998250334175,0.4522700376131066,0.4986698786869157,0.5506304226388947,0.6027494053217477,0.6548683880046,0.7069873237106887,0.7588178345407899,0.8050150617603502,0.8298412169056286,0.7895216096183186,0.7374989075631588,0.6889484766762906,0.6415632925377759,0.5896043251360517,0.5403854462327,0.4936994458603292,0.4462572168552055,0.39871576814010345,0.3555049563104049,0.3163377411491388,0.2875589404673127,0.2783668676830262,0.27125759447318387,0.24753371219439435,0.21894524305569973,0.18526278167141785,0.1550319939944087,0.13391864479875792,0.13780324651324127,0.15959672652195178,0.19474160093510973,0.23404854870607883,0.2669763004541508,0.2910985392337613,0.2955679063285166,0.3015831530488946,0.31025723479329237,0.3200975127877128,0.3263107072312095,0.3240270501085718,0.32847843723680525,0.31642963825894976,0.2981766612074257,0.30427774615378067,0.31913962607095625,0.3298748193043257,0.3161315795111663,0.2678600913941567,0.21857998366680187,0.17185649237888034,0.12057683377055706,0.07593082777786209,0.0380056392120065,0.007360125575353704,0.03076997078891286,0.0815278592309352,0.1336453008169889,0.1857642834998423,0.2378818610386133,0.28886850533873676,0.32911290027449325,0.37058531267142447,0.42092149483648456,0.47303400489856595,0.5251529875814185,0.5772719702642712,0.629390952947124,0.6814990706012476,0.7310460327415909,0.7677909388258009,0.812587837450137,0.8645416916629949,0.9166606743458474,0.9685727432859061,1.0,0.9631810101409521,0.9204881758878471,0.8836290383604881,0.844832641597713,0.7967016527480757,0.7446048368101752,0.6924921514925839,0.6421373830915675,0.60063867685536,0.5604220313286299,0.5100808040291556,0.46429936440068365,0.4137115581008308,0.36438878953512877,0.3259016100958605,0.30090974748195287,0.29053334687246335,0.28068844090979406,0.2660464211853173,0.23817072535927242,0.20454408412137792,0.17171846027548976,0.13985220734254433,0.1279225158360744,0.14508491998388773,0.17785859774631674,0.2104596010002333,0.24400797861881185,0.2753974284433416,0.30344892806211377,0.31182819590890687,0.3065567527316049,0.309124567619387,0.3151834406522873,0.3203267066914619,0.3155121463007242,0.317065065108302,0.3195083825261267,0.31310754017786646,0.31325432996528124,0.3231888074581346,0.33589956311736135,0.33473144127528154,0.30165517171258527,0.2553874983338451,0.2056598940368335,0.15950466389972418,0.11172804476544873,0.08230194682571224,0.10825742734984045,0.1591904130934152,0.21130823927548437,0.26342722195833823,0.31554620464118965,0.3676651873240433,0.4197429352195272,0.46852340466468356,0.5156973904598972,0.5676597264893226,0.6197787091721763,0.6718976918550279,0.7240166745378818,0.7761349615284314,0.8273293809586986,0.8675903726442016,0.910506251575943,0.9590369019965741,0.9916912374983946,0.9553332127743102,0.9033308295585578,0.8530588505632428,0.8070665816822689,0.7554475141804762,0.7033287311883356,0.6512097485054842,0.5990907658226308,0.5469736222984896,0.49590920526680105,0.4503248905347321,0.40379261526100896,0.3609296411383356,0.3250228880075883,0.30352869369183866,0.28831536426335047,0.272258201467231,0.254383283274898,0.22148546944277925,0.18549057973963334,0.1516061858666662,0.12996374423430446,0.13233705107999993,0.15804716340124836,0.19478844760232716,0.2322066635283031,0.2705888954600981,0.3048902415357244,0.32746903231707836
